Character,Sentence
哈利,那就來吧。我們再往下走吧。
哈利,我們需要找到火車。
哈里,我們所需要做的就是趕上火車。
羅恩,我們不會落後太遠。
哈利,你聽到了嗎？
羅恩,我們一定很接近了。
羅恩,握住我的手！
羅恩,堅持住！
哈利,我正在努力。你的手全是汗。
哈利,我想我們找到火車了。
羅恩,歡迎回家。
榮恩,住手！停止！停止！
哈利,慶幸這不是你的脖子。
哈利,我不知道。
哈利,來吧，走吧！快速地！
羅恩,斑斑，你沒事吧。
哈利,再見，海德薇。
哈利,我們差點被一棵樹撞死…
哈利,顯然今年有人不希望我來這裡。
費爾奇,好吧，仔細看看，小伙子們。
費爾奇,今晚很可能是你在這座城堡度過的最後一晚。
石內卜,至少有七個麻瓜看到了你。
石內卜,你知道事情有多嚴重嗎？
石內卜,你冒著揭露我們世界的風險。
石內卜,更不用說你對打人柳造成的傷害了。
羅恩,老實說，石內卜教授，我認為這對我們造成了更大的傷害。
石內卜,我向你保證，如果你是史萊哲林的，你的命運就掌握在我手中…
石內卜,今晚你們兩個都會坐火車回家。
鄧不利多,他們不是。
石內卜,校長，這些男孩藐視了《限制未成年人巫術法令》。
鄧不利多,我很清楚我們的章程，其中有不少是我自己寫的。
鄧不利多,然而，身為葛萊分多學院的院長，麥教授應該決定適當的行動。
羅恩,那我們就去拿東西吧。
麥格納,衛斯理先生，你在說什麼？
羅恩,你要驅逐我們，是嗎？
麥格納,今天不行，衛斯理先生，但我必須讓你們兩個記住你們所做的事是嚴肅的。
麥格納,今晚我將寫信給你們的家人，你們都將被拘留。
妙麗,這也很危險。
妙麗,曼德拉草的叫聲對任何聽到它的人來說都是致命的。
史普勞特教授,我們的曼德拉草還只是幼苗，它們的叫聲還不會殺死你。
史普勞特教授,但是它們可能會讓你昏迷幾個小時，這就是為什麼我給你戴上耳罩來保護聽力。
斯普勞特教授,那麼您能馬上戴上它們嗎？迅速地。
史普勞特教授,緊緊放下襟翼，仔細地看著我。
史普勞特教授,你把它從鍋子裡猛地拉出來。
西莫斯,不，女士，他只是暈倒了。
史普勞特教授,是的，好吧，把他留在那裡吧。
史普勞特教授,好的，我們走吧。
珀西,你好，尼古拉斯爵士。
哈利,你注定失敗。
科林,嗨，哈利。
哈里,嗨，科林。很高興見到你。
迪恩,榮恩，那是你的貓頭鷹嗎？
榮恩,該死的鳥是個威脅。
西莫斯,大家注意了。
內維爾,有一次我忽略了奶奶的一封信。
內維爾,太可怕了。
太太。威斯利,還有，金妮，親愛的，恭喜你成為葛萊分多。
太太。韋斯利,你父親和我都感到非常自豪。
吉德羅洛克哈特,讓我向您介紹您的新黑魔法防禦術老師。
吉德羅洛克哈特,但我不談論這個。
吉德羅洛克哈特,我並沒有透過對班登女妖微笑來擺脫她！
吉德羅洛克哈特,現在，請注意。
吉德羅‧洛克哈特,我的工作是武裝你對抗巫師界已知的最邪惡的生物。
吉德羅洛克哈特,你們可能會發現自己在這個房間裡面臨最可怕的恐懼。
吉德羅洛克哈特,我只知道，當我在這裡的時候，你不會受到任何傷害。
吉德羅洛克哈特,我必須請你不要尖叫。
吉德羅洛克哈特,這可能會激怒他們。
吉德羅洛克哈特,剛捕獲的康沃爾小精靈。
吉德羅洛克哈特,芬尼根先生，你想笑就笑吧，但小精靈可能是極度狡猾的小搗蛋鬼。
吉德羅洛克哈特,來吧，把他們圍起來，把他們圍起來！
內維爾,求你了，放我下來吧！
哈利,停下。靜止不動！
吉德羅洛克哈特,我會要求你們三個把剩下的人趕回籠子裡。
羅恩,我們現在做什麼？
妙麗,一動也不動！
內維爾,為什麼總是我？
伍德,我們要更早、更努力、更長時間地訓練。
伍德,什麼…？我不相信。
伍德,弗林特，你認為你要去哪裡？
伍德,我今天為葛萊分多預訂了球場。
羅恩,我聞到了麻煩的味道。
德拉科,是的。
德拉科,這還不是今年的全部新鮮事。
羅恩,你是怎麼得到這些的？
德拉科,你看，衛斯理，與其他人不同，我父親買得起最好的。
妙麗,至少葛萊分多隊裡沒有人需要花錢才能進來。
妙麗,他們純粹是靠才華進入的。
德拉科,沒有人問過你的意見，你這個骯髒的小泥巴種。
羅恩,你會為此付出代價的，馬份。
妙麗,你還好嗎，榮恩？
哈利,不，柯林，讓開。
哈利,我們帶他去海格家吧。
哈利,他會知道該怎麼做。
海格,這需要專家的設備。
海格,恐怕沒什麼好做的，只能等它停下來。
海格,外面比裡面好。
海格,榮恩到底想罵誰？
哈利,嗯，我不知道這到底是什麼意思。
妙麗,他叫我泥巴種。
海格,他沒有。
哈利,什麼是泥巴種？
妙麗,“它的意思是‘‘骯髒的血’。”
妙麗,泥巴種對於麻瓜出身的人來說是個骯髒的名字。
妙麗,像我這樣的人。
妙麗,這不是一個人們在文明對話中通常會聽到的術語。
海格,你看，問題是，哈利，有一些巫師，像是馬份家族……他們認為自己比其他人優秀，因為他們是純血統。
哈利,那太可怕了。
羅恩,真噁心。
海格,而且這真是太糟糕了。
海格,哎呀，今天活著的巫師沒有一個不是混血或更少血統的。
海格,更重要的是，他們還沒有想到我們的妙麗不會的咒語。
海格,過來。
海格,你別想一想，妙麗。
海格,你先別想一分鐘。
吉德羅洛克哈特,你能想像出比幫我回覆粉絲郵件更好的拘留方式嗎？
哈利,不完全是。
吉德羅洛克哈特,名譽是個善變的朋友，哈利。
吉德羅洛克哈特,名人就是名人。
吉德羅洛克哈特,記住這一點。
聲音,到我這裡來。
哈利,什麼？
哈利,那個聲音。
哈利,你沒聽到嗎？
吉德羅洛克哈特,你在說什麼，哈利？
吉德羅洛克哈特,我覺得你有點昏昏欲睡了。
吉德羅洛克哈特,還有偉大的史考特，這並不奇怪。
吉德羅洛克哈特,看看時間。
吉德羅洛克哈特,我們在這裡已經快四個小時了。
聲音,我聞到了血腥味。
聲音,讓我殺了你。
哈利,你聽到了嗎？
羅恩,聽到什麼？
哈利,那個聲音。
哈利,我是在洛哈特的辦公室第一次聽到的。
哈利,然後再說一次…
聲音,時間到了。
哈利,它在動。
哈利,我想這會殺人的。
妙麗,哈利，等等！沒那麼快！
哈利,奇怪。
哈利,我從來沒看過蜘蛛有這樣的行為。
羅恩,我不喜歡蜘蛛。
羅恩,那是什麼？
妙麗,「密室已經打開。
妙麗,繼承人的敵人，要小心。
妙麗,這是用血寫成的。
哈利,哦，不。
哈利,這是費爾奇的貓。
哈利,我是諾里斯太太。
德拉科,繼承人的敵人，小心。
德拉科,下一個就是你了，泥巴種。
費爾奇,這是怎麼回事？
費爾奇,你殺了我的貓。
哈利,不。不。
費爾奇,我要殺了你！
鄧不利多,大家立刻回宿舍。
鄧不利多,除了你們三個之外的所有人。
鄧不利多,她沒有死，阿古斯。
鄧不利多,她已經石化了。
吉德羅洛克哈特,真不幸我不在場。
吉德羅洛克哈特,我清楚知道可以使她倖免的反咒。
鄧不利多,但是我不能說她是如何被石化的。
費爾奇,問他吧。
費爾奇,是他幹的。
費爾奇,你看到他在牆上寫的東西了。
哈利,這不是真的，先生。我發誓。
哈利,我從來沒有碰過諾里斯太太。
石內卜,可以嗎，校長？
石內卜,也許波特和他的朋友們只是在錯誤的時間出現在了錯誤的地點。
石內卜,然而情況很可疑。
石內卜,就我而言，我不記得在晚餐時見過波特。
吉德羅洛克哈特,恐怕那是我幹的，西弗勒斯。
吉德羅·洛克哈特,你看，哈利正在幫我回覆粉絲來信。
妙麗,這就是我和榮恩去找他的原因，教授。
妙麗,我們剛找到他，他就說…
石內卜,是嗎，格蘭傑小姐？
哈利,當我說我不餓的時候。
哈利,當我們找到諾里斯太太時，我們正在返回公共休息室。
鄧不利多,在被證明有罪之前是無辜的，西弗勒斯。
費爾奇,我的貓被石化了。
鄧不利多,我們一定能治癒她，阿古斯。
鄧不利多,據我了解，斯普勞特女士的曼德拉草生長得非常健康。
鄧不利多,成熟後，將製成一種藥劑，可以使諾里斯夫人復活。
鄧不利多,同時，我強烈建議所有人保持謹慎。
妙麗,有點奇怪，不是嗎？
哈利,奇怪嗎？
妙麗,你聽到這個聲音，只有你聽得到的聲音…
哈利,你認為我該告訴他們嗎？
哈利,我是說鄧不利多和其他人？
榮恩,你生氣了嗎？
妙麗,不，哈利。即使在魔法世界，聽到聲音也不是一個好兆頭。
麥格納,請注意一下好嗎？
麥格納,對。現在，今天，我們將把動物變成水杯。
麥格納,就像這樣。
麥格納,一、二、三。維拉·維托.
麥格納,現在輪到你了。
麥格納,誰想先走？
麥格納,啊，衛斯理先生。
麥格納,一、二、三。維拉·維托.
麥格納,那根魔杖需要更換了，衛斯理先生。
麥格納,是嗎，格蘭傑小姐？
妙麗,教授我想知道你能否告訴我們有關密室的事。
麥格納,很好。
麥格納,當然，你們都知道霍格華茲是一千多年前由當時最偉大的四位男女巫師創立的：
麥格納,現在，三位創辦人相處得相當融洽。
麥格納,一個沒有。
羅恩,三猜是誰。
麥格納加爾,薩拉查·史萊哲林希望對霍格華茲錄取的學生更加挑剔。
麥格納,他認為魔法學習應該保留在全魔法家庭。
麥格納,換句話說，純血統。
麥格納,無法影響其他人，他決定離開學校。
麥格納,現在，根據傳說，史萊哲林在這座城堡裡建造了一個隱藏的房間，稱為密室。
麥格納,不過，在離開前不久，他將其密封起來，直到他自己真正的繼承人回到學校為止。
麥格納,只有繼承人才能打開密室並釋放裡面的恐怖，並藉此清除學校中所有在史萊哲林看來不值得學習魔法的人。
麥格納,嗯，當然，學校已經被搜查過很多次了。
麥格納格爾,尚未發現這樣的房間。
麥格納,據說密室裡藏著一些只有史萊哲林的繼承人才能控制的東西。
麥格納,據說那裡是怪物的家。
羅恩,你認為這是真的嗎？
妙麗,是的。你不知道嗎？
妙麗,所有的老師都是。
哈利,如果真的有一個密室，而且它已經被打開，那就意味著…
妙麗,史萊哲林的繼承人回到了霍格華茲。
妙麗,問題是，他是誰？
羅恩,我們認識誰認為麻瓜出身的人都是敗類？
妙麗,如果你說的是馬份…
羅恩,當然。你聽到他的聲音了。
羅恩,下一個就是你了，泥巴種。
妙麗,我聽到了。
妙麗,但是馬份，史萊哲林的繼承人呢？
哈利,也許榮恩是對的，妙麗。
哈利,我是說，看看他的家人。
哈利,他們所有人都在史萊哲林待了幾個世紀了。
羅恩,克拉布和高爾一定知道。
羅恩,也許我們可以欺騙他們說出來。
妙麗,即使它們也沒有那麼厚。
妙麗,但是也許還有別的辦法。
妙麗,請注意，這會很困難。
妙麗,更不用說我們會違反大約50條校規…
妙麗,非常危險。
妙麗,就是這裡。
妙麗,如果調製得當，複方湯劑可以讓飲用者暫時將自己變成另一個人的身體形態。
榮恩,你的意思是如果哈利和我喝了那些東西，我們就會變成克拉布和高爾？
妙麗,沒錯。
妙麗,但這很棘手。
妙麗,我從來沒有看過更複雜的魔藥。
哈里,製作需要多長時間？
妙麗,一個月。
哈利,一個月？
哈利,如果馬份是史萊哲林的繼承人，到那時他就可以攻擊學校裡一半的麻瓜出身者。
妙麗,我知道。
妙麗,但這是我們唯一的計劃。
史萊哲林,是啊！是的！
德拉科,好吧，疤頭？
伍德,小心點，哈利！
哈利,伍德，小心！
海格,那已經被竄改了，確實如此。
羅恩,我會阻止它。
妙麗,不！即使有合適的魔杖，這也太冒險了。
妙麗,你可以打哈利。
德拉科,你永遠抓不到我，波特。
妙麗,我們走吧。
哈利,謝謝你。
哈利,不。我想我的手臂斷了。
吉德羅洛克哈特,別擔心，哈利。
吉德羅洛克哈特,我會立刻修復你的手臂。
哈利,不，不是你。
吉德羅洛克哈特,男孩不知道自己在說什麼。
吉德羅洛克哈特,這不會有一點傷害。
吉德羅·洛克哈特,是的，好吧，有時會發生這種情況，但關鍵是你不再感到任何疼痛，而且很明顯，骨頭沒有骨折。
吉德羅·洛克哈特,不過，要靈活得多。
龐弗雷夫人,我可以瞬間修復骨頭，但可以讓它們長回來…
妙麗,你一定能做到的，不是嗎？
龐弗雷女士,我一定能做到。
龐弗雷女士,但這會很痛。
龐弗雷夫人,你將經歷一個艱難的夜晚，波特。
龐弗雷女士,骨骼再生是一件令人討厭的事。
多比,哈利波特錯過火車時應該回家的。
哈利,是你。
哈利,你阻止了榮恩和我通過的屏障。
多比,確實如此。是的先生。
哈利,你差點讓我和榮恩被開除。
多比,至少你會離開這裡。
哈利,多比，你最好在我的骨頭回來之前離開，否則我可能會勒死你。
多比,多比已經習慣了死亡威脅，先生。
多比,多比每天在家拿五次。
哈利,我想你不能告訴我你為什麼要殺我？
多比,不殺你，先生。
多比,永遠不會殺你。
多比,多比還記得哈利波特戰勝「連名字都不能提的人」之前的情景。
多比,我們家養小精靈被當作害蟲對待，先生。
多比,當然，多比仍然被當作害蟲。
哈利,為什麼穿那個東西，多比？
多比,這個，先生？這是家養小精靈被奴役的象徵。
多比,只有多比的主人給了他衣服，多比才能獲得自由。
多比,霍格華茲即將發生可怕的事。
多比,哈利波特不能留在這裡……既然歷史要重演了。
哈利,重複一遍？你的意思是這種事以前發生過？
哈利,住手！
哈利,別這樣，多比！
哈利,告訴我多比這是什麼時候發生的？
哈利,現在誰在做這事？
哈利,不，多比。告訴我。
哈利,是誰？
鄧不利多,又發生了一次攻擊。
麥格納,我想他已經石化了，龐弗雷女士。
麥格納,這是什麼意思，阿不思？
鄧不利多,這意味著我們的學生處於極大的危險之中。
麥格納,我該告訴工作人員什麼？
鄧不利多,告訴他們霍格華茲不再安全。
鄧不利多,正如我們所擔心的那樣，米勒娃
鄧不利多,密室確實又被打開了。
妙麗,又來了？你是說密室以前被打開過？
羅恩,當然。
羅恩,你沒看到嗎？
羅恩,盧修斯·馬爾福一定是在他在這裡上學的時候打開過它的。
羅恩,現在他已經教德拉科怎麼做了。
妙麗,我們得等複方湯劑才能確定。
羅恩,啟發我。為什麼我們要在光天化日之下在女廁中間釀造這種藥水？
羅恩,你不認為我們會被抓住嗎？
哭泣的桃金孃,我沒想到你會認識我。
妙麗,她有點敏感。
吉德羅洛克哈特,每個人都能看到我嗎？
吉德羅洛克哈特,你們都能聽到我說話嗎？
吉德羅洛克哈特,鑑於最近幾週發生的黑暗事件，鄧不利多教授允許我成立這個決鬥俱樂部來訓練你們所有人。
吉德羅洛克哈特,如果你需要像我自己在無數場合所做的那樣保護自己。
吉德羅洛克哈特,讓我介紹一下我的助理石內卜教授。
吉德羅‧洛克哈特,我不想讓你們這些年輕人擔心。
吉德羅洛克哈特,當我和你的魔藥老師說完之後，你還是會擁有他。從不畏懼。
石內卜,除你武器！
妙麗,你覺得他還好嗎？
羅恩,誰在乎呢？
吉德羅·洛克哈特,但是如果你不介意我說的話，你要做的事情是顯而易見的。
吉德羅洛克哈特,如果我想阻止你，那就太容易了。
石內卜,教授，也許首先教學生如何阻擋不友善的咒語是明智的。
吉德羅‧洛克哈特,我們來一對志工吧。
石內卜,衛斯理的魔杖用最簡單的咒語就能造成毀滅。
石內卜,我們會用火柴盒把波特送到醫院那邊。
石內卜,我可以推薦我家裡的一個人嗎？
哈利,謝謝你，先生。
吉德羅洛克哈特,魔杖準備好了。
德拉科,害怕嗎，波特？
哈利,你願意。
吉德羅洛克哈特,數到三後，施展你的咒語解除對手的武裝。只能解除武裝。
吉德羅洛克哈特,我們不希望這裡發生任何事故。
吉德羅·洛克哈特,我說的是只解除武裝。
德拉科,蛇類！
石內卜,別動，波特。
石內卜,我會幫你把它處理掉的。
吉德羅‧洛克哈特,請允許我，石內卜教授。
羅恩,你為什麼不告訴我們？
哈利,我是什麼？
妙麗,你可以和蛇說話。
哈利,我知道。有一次我在動物園不小心讓一條蟒蛇咬了我表哥達德利。
哈利,一次。但那又怎樣呢？
哈利,我敢打賭這裡很多人都能做到。
妙麗,不，他們不能。
妙麗,這不是一個很普通的禮物，哈利。
妙麗,這很糟糕。
哈利,有什麼不好的嗎？如果我沒有告訴那條蛇不要攻擊賈斯汀…
羅恩,這就是你對它說的話。
哈利,你當時也在場。你聽到了。
榮恩,我聽到你說蛇佬腔。
哈利,我說的是另一種語言？
哈利,但我沒有意識到…
哈利,我怎麼能在不知道自己能說的情況下說一種語言呢？
妙麗,我不知道，但聽起來你像是在慫恿蛇什麼的。
妙麗,哈利，聽我說。
妙麗,史萊哲林學院的象徵是一條蛇，這是有原因的。
妙麗,他也能和蛇說話。
羅恩,沒錯。
哈利,但我不是。
哈利,我不能。
妙麗,他生活在一千年前。
妙麗,據我們所知，你有可能。
哈利,我們公共休息室見。
聲音,我想要血。
聲音,他們都必須死。
費爾奇,這次我會帶你出去的，波特。
費爾奇,記住我的話。
哈利,不。費爾奇先生！你不明白...
哈利,教授，我發誓我沒有。
麥格納,這不是我能控制的，波特。
麥格納,鄧不利多教授會等你。
哈利,我……我……我只是想知道你是否把我安置在正確的房子裡。
哈利,你錯了。
哈利,你的鳥……我無能為力。
哈利,他剛剛著火了。
鄧不利多,時間也到了。
鄧不利多,這幾天他看起來一直很可怕。
鄧不利多,遺憾的是你必須在烈日下見到他。
鄧不利多,當他們死去的時候，他們就會燃燒起來…
鄧不利多,迷人的生物，鳳凰。
鄧不利多,它們可以承載極度沉重的負載。
鄧不利多,他們的眼淚有治癒的力量。
海格,鄧不利多教授，先生，那不是哈利。
海格,我準備在魔法部面前發誓。
鄧不利多,我不相信哈利攻擊過任何人。
海格,你當然不知道。
海格,那我就在外面等。
鄧不利多,是的。
哈利,你認為那不是我，教授？
鄧不利多,不，哈利。我不認為是你。
鄧不利多,但是我必須問你有什麼事情想告訴我嗎？
哈利,不，先生。沒有什麼
鄧不利多,那麼，很好。
鄧不利多,走吧。
妙麗,一切都準備好了。
妙麗,我們只需要知道你要變成什麼樣子。
妙麗,我們還需要確保真正的克拉布和高爾在我們審問馬份的時候不會突然闖入。
妙麗,我已經把一切都解決了。
妙麗,我在裡面裝了一杯簡單的安眠藥。
妙麗,簡單，但有力。
妙麗,現在，等他們睡著了，就把他們藏進掃帚櫃裡，拔出一些頭髮，穿上製服。
榮恩,那你要扯誰的頭髮？
妙麗,我已經拿到了。
妙麗,這是我從她的長袍上取下來的。
妙麗,我要去檢查複方湯劑。
妙麗,確保克拉布和高爾找到這些。
哈利,榮恩，也許我應該這麼做。
榮恩,你能變得多厚？
哈利,來吧，我們去抓他們。
妙麗,我們只有一小時的時間才能變回原來的樣子。
羅恩,我想我要生病了。
妙麗,我也是。
哈利,我們聽起來還是像我們自己。
哈利,你需要聽起來更像克拉布。
哈里,太好了。
榮恩,但是妙麗在哪裡？
妙麗,我……我想我不會去。
妙麗,沒有我，你繼續走下去。
哈利,妙麗，你還好嗎？
妙麗,走吧。你在浪費時間。
哈利,來吧。
哈利,我想史萊哲林公共休息室就在這邊。
珀西,對不起。
羅恩,我是說，你在這裡做什麼？
珀西,我碰巧是一名級長。
珀西,另一方面，你沒有理由在晚上在走廊上閒逛。
珀西,你叫什麼名字？
德拉科,克拉布、高爾，你們去哪了？
德拉科,一直在大廳大吃大喝？
德拉科,你為什麼戴眼鏡？
德拉科,我不知道你會讀書。
德拉科,那你在這裡做什麼呢，衛斯理？
波西,注意你的態度，馬份。
德拉科,好吧，坐下吧。
德拉科,從他們的行為方式來看，你永遠不會知道衛斯理一家是純血統。
德拉科,他們讓魔法世界蒙羞。他們全部。
德拉科,你怎麼了，克拉布？
德拉科,我很驚訝《預言家日報》沒有對所有這些攻擊事件進行報導。
德拉科,我想鄧不利多正試圖掩蓋這一切。
德拉科,父親總是說鄧不利多是這個地方發生過的最糟糕的事。
哈利,你錯了！
德拉科,你認為這裡有人比鄧不利多更糟嗎？
德拉科,嗯？你？
德拉科,很好，高爾。
德拉科,你說得完全正確。
德拉科,人們真的認為他是史萊哲林的繼承人？
哈利,但是你一定知道這一切的幕後黑手是誰。
德拉科,你知道我不知道，高爾。
德拉科,我昨天就告訴你了。
德拉科,我要告訴你多少次？
德拉科,這是你的嗎？
德拉科,但是我父親確實這麼說過：
德拉科,會議廳開業已有 50 年了。
德拉科,他不肯告訴我是誰打開的。
德拉科,只是他們被開除了。
德拉科,上次密室打開時，有個泥巴種死了。
德拉科,所以這次他們中的一個被殺只是時間問題。
德拉科,至於我，我希望是格蘭傑。
德拉科,你們兩個怎麼了？
德拉科,你的行為很奇怪。
哈利,是他胃痛。
哈利,冷靜點。
德拉科,嘿！你要去哪裡？
羅恩,很接近了。
哈利,我們有很多事情要告訴你。
妙麗,走開。
哈利,你還好嗎？
妙麗,你還記得我告訴過你，複方湯劑只能用於人類變形嗎？
妙麗,我從米利森特·布爾斯特羅德的長袍上拔下的是貓毛。
妙麗,看看我的臉。
羅恩,看看你的尾巴。
哈利,幾天後當她停止咳出毛球時，她就應該出院了。
哈利,這是什麼？
榮恩,哎呀！
哈利,看來哭泣的桃金孃淹沒了浴室。
哈利,我為什麼要丟東西給你？
羅恩,但是如果有人丟東西給你也沒什麼不好。
羅恩,我的意思是，它會直接穿過你。
哈利,但是到底是誰把它丟給你的呢？
哭泣的桃金孃,我坐在U型彎裡，想著死亡，它從我的頭頂掉了下來。
哈利,我的名字是哈利波特。
哈利,你知道關於密室的任何事嗎？
哈利,你能告訴我嗎？
哈利,對不起。
哈利,你能告訴我這裡發生了什麼事嗎？
哈利,你好，你聽得到我說話嗎？
鄧不利多,湯姆，這麼晚了還在閒晃是不明智的。
湯姆·瑞鬥,我必須親眼看看謠言是否屬實。
鄧不利多,恐怕是的，湯姆。
鄧不利多,他們是真的。
湯姆·里德爾,還有學校的情況嗎？
湯姆·里德爾,他們不會真的關閉霍格華茨，是嗎，教授？
鄧不利多,我明白，湯姆，但恐怕迪佩特校長可能別無選擇。
湯姆·里德爾,先生，如果這一切都停止了，如果肇事者被抓住了…
鄧不利多,你有什麼想告訴我的嗎？
鄧不利多,那麼，很好。就行了。
海格,我們帶你離開那裡。
湯姆·瑞鬥,我不認為你是故意殺人的…
湯姆·里德爾,死去女孩的父母明天會來。
湯姆·里德爾,霍格華茲至少能做的就是確保殺死他們女兒的兇手被屠殺。
海格,不是他。
湯姆·瑞鬥,怪物不是好寵物，海格。
湯姆·里德爾,他們會用你的魔杖來做這件事，海格。
哈利,是海格。
哈利,海格五十年前打開了密室。
妙麗,不可能是海格。
妙麗,這不可能。
羅恩,他聽起來像個骯髒、腐爛的告密者。
哈利,那個怪物殺了人，榮恩。
哈利,如果我們中的任何一個人會怎麼做呢？
妙麗,看，海格是我們的朋友。
妙麗,我們為什麼不去問他呢？
羅恩,那將是一次愉快的訪問。
羅恩,「你好，海格。
海格,又瘋又毛？現在你不會談論我了，是嗎？
哈利,海格，你拿的是什麼？
海格,對於曼德拉草，你知道。
海格,現在，根據史普勞特教授的說法，他們還有一些成長的路要走。
海格,但是一旦他們的痘痘消失了，我們就把他們切碎然後燉煮。然後我們會把那些人送到醫院，讓他們不被嚇呆。
海格,不過，同時，你們三個最好照顧好自己。
海格,好吧？
海格,你好，納威。
內維爾,哈利，我不知道是誰幹的，但你最好來。
內維爾,來吧！
妙麗,一定是葛萊芬多。
妙麗,沒有人知道我們的密碼。
妙麗,除非不是學生。
羅恩,不管是誰，他們一定是在尋找什麼。
哈利,他們找到了。
哈利,湯姆·瑞鬥的日記不見了。
伍德,好吧，聽著。
伍德,我們玩我們的遊戲，赫夫帕夫沒有機會。
弗雷德,更不用說他們非常害怕如果他們飛到哈利附近任何地方就會石化他們。
伍德,嗯，那也是。
伍德,我們不能取消魁地奇比賽。
麥格納,安靜，木頭。您和您的隊友將前往葛萊分多塔樓。現在。
麥格納,波特，你和我會找到衛斯理先生。
麥格納,有些東西你們兩個都必須看到。
麥格納,我警告你。
麥格納,這可能有點令人震驚。
麥格納,她和這個一起在圖書館附近被發現。
麥格納,這對你們兩個來說有什麼意義嗎？
哈利,不。
麥格納,請注意一下好嗎？
MCGONAGALL；由於最近發生的事件，這些新規則將立即生效,
麥格納加爾,「所有學生每天晚上 6:00 之前返回宿舍公共休息室。
麥格納加爾,所有學生每堂課都會由一位老師陪同。
麥格納格爾,沒有例外。
麥格納格爾,我應該告訴你：
麥格納加爾,除非這些攻擊背後的罪魁禍首被抓獲，否則學校很可能會被關閉。
哈利,我們得和海格談談，榮恩。
哈利,我不敢相信是他，但如果他上次真的放出了怪物，他就會知道如何進入密室。這是一個開始。
羅恩,但是你聽到了麥格的聲音。
羅恩,除了上課，我們不准離開塔樓。
哈利,我想是時候把我爸爸的舊斗篷重新拿出來了。
海格,誰在那裡？
海格,餵？你好？
哈利,那是做什麼用的？
海格,我剛泡了一壺茶。
哈利,海格，你還好嗎？
哈利,你聽過妙麗嗎？
哈利,聽著，我們得問你一件事。
哈利,你知道是誰打開密室了嗎？
海格,你必須明白的是…
海格,快，到斗篷底下去。
海格,安靜點，你們兩個。
鄧不利多,我想知道，我們可以…嗎？
海格,當然。進來吧進來吧
榮恩,那是爸爸的老闆。
福奇,三起對麻瓜出身者的攻擊。
福奇,事情已經發展得夠多了。
福奇,該部必須採取行動。
海格,但我從來沒有…
海格,你知道我從來沒有，教授。
鄧不利多,科尼利厄斯，我希望大家明白，我對海格充滿信心。
福奇,我必須帶他走。
海格,帶我去嗎？帶我去哪裡？
海格,不是阿茲卡班監獄。
福奇,恐怕我們別無選擇，海格。
盧修斯‧馬份,已經在這裡了嗎，福吉？
海格,你在這裡做什麼？
海格,滾出我的房子！
盧修斯‧馬爾福,你管這叫房子？
盧修斯‧馬爾福,我只是給學校打了個電話，就被告知校長來了。
鄧不利多,那麼，你到底想對我做什麼？
盧修斯·馬爾福,其他州長和我已經決定是時候讓你下台了。
盧修斯·馬爾福,這是暫停令。
盧修斯馬爾福,你會在上面找到全部 12 個簽名。
盧修斯‧馬份,嗯，什麼，有了這些攻擊，霍格華茲將不再有麻瓜出身的人了。
盧修斯·馬份,我只能想像這對學校來說將是多麼可怕的損失。
海格,你不能把鄧不利多教授帶走。
海格,把他帶走，麻瓜出身的人就沒有機會了。
海格,記住我的話，接下來就會有殺戮！
鄧不利多,冷靜點，海格。
鄧不利多,如果州長們希望我免職，我當然會退位。
鄧不利多,然而，你會發現霍格華茲總是會向那些提出請求的人提供幫助。
海格,嗯？如果...
海格,如果有人在尋找什麼東西，那麼他們所要做的就是跟著蜘蛛走。
海格,我要說的就是這些。
海格,我不在的時候需要有人餵芳。
榮恩,鄧不利多走了之後，有一天就會發生攻擊事件。
哈利,來吧。
哈利,來吧，方。
哈利,來吧。
哈利,你聽到海格說的話了。
哈利,跟著蜘蛛走。
羅恩,他們正前往黑暗森林。
羅恩,我們現在可以回去了嗎？
哈利,來吧。
哈利,別驚慌。
哈利,我們是海格的朋友。
哈利,那你呢？
哈利,你是阿拉戈克，不是嗎？
阿拉戈克,是的。
阿拉戈克,海格以前從未派人進入過我們的山谷。
哈利,他有麻煩了。學校裡發生了攻擊事件。
哈利,他們認為是海格。
哈利,他們認為他打開了密室。像以前一樣。
阿拉戈克,那是謊言。
哈利,那你不是怪物？
阿拉戈克,我是從一個遙遠的地方，裝在一個旅行者的口袋裡來到海格身邊的。
哈利,但是如果你不是怪物，那麼50年前是什麼殺死了那個女孩呢？
哈利,但是你看到了嗎？
阿拉戈克,除了海格把我關在裡面的盒子之外，我從來沒有看過城堡的任何部分。
阿拉戈克,那個女孩是在浴室裡被發現的。
哈利,什麼？
哈利,嗯，謝謝你。
哈利,我們就走吧。
阿拉戈克,我想不是。
阿拉戈克,我的兒子和女兒們不會照我的命令傷害海格。
羅恩,我們現在可以驚慌嗎？
羅恩,知道什麼咒語嗎？
哈利,一個，但對他們所有人來說還不夠強大。
榮恩,你需要妙麗的時候她在哪裡？
哈利,我們走吧！
哈利,走吧！
羅恩,謝謝你。
哈利,別提了。
哈利,帶我們離開這裡。
哈利,現在！
哈利,來吧！
哈利,快點，走快點！
哈利,來吧！去！
哈利,讓我們飛到空中。
哈利,來吧！拉！
羅恩,我正在努力！
榮恩,跟著蜘蛛走！
榮恩,跟著蜘蛛走。
羅恩,如果海格逃出阿茲卡班，我就會殺了他。
